CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"32.84193400,-117.27326400",VONS PHARMACY #2323,7544 GIRARD,LA JOLLA,CA,920375101,858-454-0932,open,small_green,Pharmacy
"34.28225900,-119.30302300",RITE AID PHARMACY 05771,131 WEST MAIN STREET MISSION PLAZA SHOPPING CENTER,VENTURA,CA,930012509,805-643-1121,open,small_green,Pharmacy
"37.79928800,-122.44302900",WALGREENS #1403,3201 Divisadero St,SAN FRANCISCO,CA,941232501,415-931-6417,open,small_green,Pharmacy
"40.57274000,-122.35122700",SAFEWAY PHARMACY #1826,1070 E CYPRESS AVE,REDDING,CA,960029604,530-222-8274,open,small_green,Pharmacy
"34.03323900,-118.15531000",Atlantic Pharmacy,5119 E BEVERLY BLVD,LOS ANGELES,CA,90022,323-264-5060,open,small_green,Pharmacy
"33.67892000,-117.98922200",WALGREENS #5881,19501 BEACH BLVD,HUNTINGTON BEACH,CA,926482902,714-969-1368,open,small_green,Pharmacy
"34.18888300,-118.31019200",WALGREENS #4474,2501 W MAGNOLIA BLVD,BURBANK,CA,915053030,818-841-1685,open,small_green,Pharmacy
"33.83747300,-116.54197400",LAS PALMAS PHARMACY,555 E Tachevah Dr Ste 1W101,PALM SPRINGS,CA,92262,760-416-0830,open,small_green,Pharmacy
"37.99031700,-121.31339800",WALGREENS #15398,660 W March Ln,STOCKTON,CA,952076200,209-478-0891,open,small_green,Pharmacy
"33.71507900,-118.02353600",WALGREENS #4354,6012 WARNER AVE,HUNTINGTON BEACH,CA,926475568,714-375-5443,open,small_green,Pharmacy
"37.29773300,-120.47567900",MERCED DRUG,35 E 16TH ST,MERCED,CA,95340,209-388-1080,open,small_green,Pharmacy
"39.04889800,-122.92411100",CVS Pharmacy #09943,949 11TH ST,LAKEPORT,CA,95453,707-262-0244,open,small_green,Pharmacy
"37.77390900,-121.97786600",CVS Pharmacy #09868,2455 SAN RAMON VALLEY BLVD,SAN RAMON,CA,94583,925-820-7325,open,small_green,Pharmacy
"38.32299400,-122.30376300",CVS Pharmacy #09214,1558 TRANCAS ST,NAPA,CA,94558,707-253-7918,open,small_green,Pharmacy
"37.22968800,-121.98074600",WALGREENS #7326,423 N SANTA CRUZ AVE,LOS GATOS,CA,950305320,408-354-8029,open,small_green,Pharmacy
"34.26615000,-117.16872300",Beemans Lake Arrowhead Pharmacy,29099 HOSPITAL RD STE 101,LAKE ARROWHEAD,CA,92352,909-337-0747,unknown,small_yellow,Pharmacy
"33.88254100,-118.15950800",ST LUKE PHARMACY,16660 PARAMOUNT BLVD STE 106,PARAMOUNT,CA,90723,562-220-2610,not participating,measle_white,Pharmacy
"34.44181500,-119.82802100",WALGREENS #6289,5900 CALLE REAL,GOLETA,CA,931172312,805-967-3798,open,small_green,Pharmacy
"33.96934300,-118.17566700",MEDICAL ARTS PHARMACY,5101 E FLORENCE AVE,BELL,CA,902013801,323-771-1112,open,small_green,Pharmacy
"38.58911300,-121.40204200",RITE AID PHARMACY 06080,1309 FULTON AVENUE,SACRAMENTO,CA,958253603,916-483-3486,open,small_green,Pharmacy
"33.18102000,-117.34688700",WALMART PHARMACY 10-2494,2100 VISTA WAY,OCEANSIDE,CA,920545600,760-966-0143,open,small_green,Pharmacy
"39.13964300,-121.59551900",The Medicine Shoppe Pharmacy,812 FIFTH ST,MARYSVILLE,CA,959015615,530-743-4629,not participating,measle_white,Pharmacy
"34.06293100,-117.78740200",OWL DRUG,728 FAIRPLEX DR,POMONA,CA,917681100,909-623-0563,open,small_green,Pharmacy
"38.74435300,-121.22443200",WALGREENS #6036,4051 DOUGLAS BLVD,GRANITE BAY,CA,957465901,916-791-7576,open,small_green,Pharmacy
"33.92256300,-117.55926800",Pharmco Drugs,2844 HAMNER AVE,NORCO,CA,928601929,951-734-1668,open,small_green,Pharmacy
"38.54173900,-121.72505100",RITE AID PHARMACY 06197,2135 COWELL BOULEVARD,DAVIS,CA,956166388,530-753-9810,open,small_green,Pharmacy
"36.92652000,-121.79349400",Watsonville Community Hospital Outpatient Pharmacy,75 NIELSON ST,WATSONVILLE,CA,95076,831-763-6440,unknown,small_yellow,Pharmacy
"37.35254200,-121.98953200",HAN'S PHARMACY,3423 EL CAMINO REAL,SANTA CLARA,CA,950512806,408-247-7450,unknown,small_yellow,Pharmacy
"33.70706600,-116.23986600","Town Square Pharmacy, Inc.",81709 DR CARREON BLVD SUITE E3,INDIO,CA,922015526,760-342-4933,open,small_green,Pharmacy
"38.68830300,-121.38419000",RITE AID PHARMACY 06054,6639 WATT AVENUE ELKHORN WATT SQUARE,NORTH HIGHLANDS,CA,956603607,916-332-2060,open,small_green,Pharmacy
"33.91668000,-117.22698200",RITE AID PHARMACY 06231,24991 ALESSANDRO BOULEVARD,MORENO VALLEY,CA,925535708,951-485-4450,open,small_green,Pharmacy
"34.01806900,-118.45703400",OCEAN PARK PHARMACY,2731 OCEAN PARK BLVD,SANTA MONICA,CA,904055205,310-452-5705,open,small_green,Pharmacy
"32.76793900,-117.15052600",CVS Pharmacy #16749,1288 CAMINO DEL RIO N,SAN DIEGO,CA,92108,619-542-0292,open,small_green,Pharmacy
"33.91814200,-118.07563500",CVS Pharmacy #16761,12051 IMPERIAL HWY,NORWALK,CA,90650,562-484-9849,open,small_green,Pharmacy
"35.60103300,-119.35422800",RITE AID PHARMACY 05807,2501 HIGHWAY 46,WASCO,CA,932802919,661-758-0133,open,small_green,Pharmacy
"37.72475200,-122.45935300",WALGREENS #1393,1630 Ocean Ave,SAN FRANCISCO,CA,941121718,415-239-0804,open,small_green,Pharmacy
"34.03253600,-117.68304700",CVS Pharmacy #16076,5555 Philadelphia St,CHINO,CA,91710,909-464-0063,open,small_green,Pharmacy
"38.00901500,-122.27225300",RITE AID PHARMACY 05923,1560 SYCAMORE AVENUE,HERCULES,CA,945471701,510-799-1252,open,small_green,Pharmacy
"34.24486300,-117.21026600",RITE AID PHARMACY 05692,27177 HIGHWAY 189 SUITE E,BLUE JAY,CA,923173338,909-336-1275,open,small_green,Pharmacy
"34.44410100,-118.51122800",Saugus Drugs,27641 BOUQUET CANYON RD,Santa Clarita,CA,91350,661-296-3980,not participating,measle_white,Pharmacy
"41.70046400,-122.64646200",RALEY'S PHARMACY #247,1842 FORT JONES STREET,YREKA,CA,960979531,530-842-4182,open,small_green,Pharmacy
"34.00089300,-118.08651300",CVS Pharmacy #16762,8800 Whittier Blvd,PICO RIVERA,CA,90660,562-949-6133,open,small_green,Pharmacy
"34.04705900,-118.20782500",Botica Del Sol,2331 E CESAR CHAVEZ AVE,LOS ANGELES,CA,900331810,323-260-7531,open,small_green,Pharmacy
"34.01047300,-118.32252500",10TH AVENUE PHARMACY,2706 W MARTIN LUTHER KING BLVD,LOS ANGELES,CA,900082747,323-298-7693,not participating,measle_white,Pharmacy
"33.85818200,-117.92691500",CVS Pharmacy #16756,200 W ORANGETHORPE AVE,FULLERTON,CA,92832,714-992-4619,open,small_green,Pharmacy
"34.14192000,-118.22342000",CVS Pharmacy #16747,2626 Colorado Blvd,Los Angeles,CA,90041,323-258-5101,open,small_green,Pharmacy
"34.08965700,-117.69095000",CVS Pharmacy #16760,9052 Central Ave,MONTCLAIR,CA,91763,909-447-6785,open,small_green,Pharmacy
"33.55793900,-117.18544500",PROCARE PHARMACY,25405 HANCOCK AVE STE 100,MURRIETA,CA,925625978,951-304-2038,unknown,small_yellow,Pharmacy
"34.10195800,-118.30787000",RALPHS PHARMACY,5429 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,323-957-6830,not participating,measle_white,Pharmacy
"34.12175000,-117.36967600",WALGREENS #5506,118 E BASE LINE RD,RIALTO,CA,923763607,909-562-0267,open,small_green,Pharmacy
"34.03091300,-118.48315500",WALGREENS #5526,1932 WILSHIRE BLVD,SANTA MONICA,CA,904035606,310-829-9264,open,small_green,Pharmacy
"34.65302600,-120.45844000",WALGREENS #6290,937 NORTH H STREET,LOMPOC,CA,934364148,805-737-5601,open,small_green,Pharmacy
"37.65370000,-122.11013000",WALGREENS #6502,23958 HESPERIAN BLVD,HAYWARD,CA,945417241,510-786-9174,open,small_green,Pharmacy
"33.90428800,-118.14210900",WALGREENS #6680,9031 ROSECRANS AVE,BELLFLOWER,CA,907062046,562-531-1557,open,small_green,Pharmacy
"34.08034200,-118.12286200",E AND J PHARMACY INC,1234 S GARFIELD AVE STE 102,ALHAMBRA,CA,91801,626-281-9913,not participating,measle_white,Pharmacy
"36.20760100,-119.34829600",WALGREENS #6298,49 W TULARE AVE,TULARE,CA,932744026,559-685-9704,open,small_green,Pharmacy
"34.40122000,-119.72122800",CVS Pharmacy #09567,1835 CLIFF DR,SANTA BARBARA,CA,93109,805-962-8709,open,small_green,Pharmacy
"37.55548800,-121.98232700",WALGREENS #4517,2600 MOWRY AVE,FREMONT,CA,945381619,510-742-9356,open,small_green,Pharmacy
"34.47036100,-117.29159700",WALGREENS #5556,17051 BEAR VALLEY RD,HESPERIA,CA,923451845,760-948-7901,open,small_green,Pharmacy
"38.74202600,-121.22849600",SAFEWAY PHARMACY #1617,8640 SIERRA COLLEGE BLVD,ROSEVILLE,CA,956615936,916-783-2304,open,small_green,Pharmacy
"38.77833100,-121.29020000",CVS Pharmacy #03862,1030 PLEASANT GROVE BLVD,ROSEVILLE,CA,95678,916-780-4733,open,small_green,Pharmacy
"39.74853700,-122.20069800",CVS Pharmacy #09188,869 NEWVILLE RD,ORLAND,CA,95963,530-865-4775,open,small_green,Pharmacy
"37.70639200,-121.05196100",KAISER PERMANENTE PHARMACY NO 851,4601 DALE RD FLR 1,MODESTO,CA,953569766,209-735-6350,not participating,measle_white,Pharmacy
"34.15242600,-118.44849500",Capitol Drugs - Sherman Oaks,4454 VAN NUYS BLVD,SHERMAN OAKS,CA,914032911,818-905-8338,unknown,small_yellow,Pharmacy
"33.21868100,-117.22595300",RITE AID PHARMACY 05642,1363 EAST VISTA WAY,VISTA,CA,920844041,760-726-1909,open,small_green,Pharmacy
"37.80123800,-122.21504900",SAFEWAY PHARMACY #0908,3550 FRUITVALE AVE,OAKLAND,CA,946022327,510-336-9305,open,small_green,Pharmacy
"36.31596100,-119.29181000",SOUTH COURT PHARMACY,1620 S COURT ST,VISALIA,CA,932774962,559-738-8800,open,small_green,Pharmacy
"34.05746200,-118.42459300",WALGREENS #6931,10407 SANTA MONICA BLVD,LOS ANGELES,CA,900255009,310-481-7123,open,small_green,Pharmacy
"34.05282000,-118.29315000",KORYO PHARMACY,2727 W OLYMPIC BLVD STE 103,LOS ANGELES,CA,90006,213-738-6970,open,small_green,Pharmacy
"34.55739100,-118.04468900",WALGREENS #6976,37160 47TH ST E,PALMDALE,CA,935524450,661-236-0015,open,small_green,Pharmacy
"34.16884100,-118.09735700",St. Luke Professional Pharmacy,2554 E Washington Blvd Ste B,Pasadena,CA,911071445,626-791-7595,open,small_green,Pharmacy
"38.50090600,-123.00076700",SAFEWAY PHARMACY #0950,16405 HWY 116,GUERNEVILLE,CA,954468328,707-869-0613,open,small_green,Pharmacy
"34.26330700,-118.86532100",RITE AID PHARMACY 05778,3941 SPRING ROAD,MOORPARK,CA,93021,805-529-5726,open,small_green,Pharmacy
"34.06396300,-118.37582200",HEPPS PRESCRIPTION PHARMACY,240 S LA CIENEGA BLVD,BEVERLY HILLS,CA,902113375,310-652-0550,open,small_green,Pharmacy
"35.62401600,-120.66119100",RITE AID PHARMACY 05831,1151 CRESTON ROAD WILLIAMS PLAZA,PASO ROBLES,CA,934463031,805-239-3028,open,small_green,Pharmacy
"33.77964600,-118.18836900",MEDICAL MALL PHARMACY,1043 Elm Ave Ste 305,LONG BEACH,CA,908133271,562-491-9003,unknown,small_yellow,Pharmacy
"33.59569000,-117.24161800",SAVON PHARMACY #0735,23893 CLINTON KEITH RD,WILDOMAR,CA,925957894,951-600-4620,open,small_green,Pharmacy
"33.84666300,-118.03893100",La Palma Towers Pharmacy,5451 LA PALMA AVE STE 17,LA PALMA,CA,90623,714-522-7791,open,small_green,Pharmacy
"37.36849900,-122.03204100",WALGREENS #7080,105 E El Camino Real,SUNNYVALE,CA,940871937,408-991-9013,open,small_green,Pharmacy
"37.46913400,-122.43603400",CVS Pharmacy #09216,60 N CABRILLO HWY,HALF MOON BAY,CA,94019,650-726-6684,open,small_green,Pharmacy
"38.44557300,-122.74089700",DOLLAR DRUG,1055 W COLLEGE AVE,SANTA ROSA,CA,95401,707-575-1313,open,small_green,Pharmacy
"34.27294700,-119.26166600",The Medicine Shoppe #387,2611 E THOMPSON BLVD SUITE 103,VENTURA,CA,93003,805-648-2724,open,small_green,Pharmacy
"34.27526400,-118.40955300",RITE AID PHARMACY 05549,12739 VAN NUYS BOULEVARD,PACOIMA,CA,913311627,818-890-1506,open,small_green,Pharmacy
"34.07933600,-118.11113000",VALLEY SQUARE PHARMACY,1227 E VALLEY BLVD,ALHAMBRA,CA,918015235,626-576-8622,not participating,measle_white,Pharmacy
"39.30747000,-123.79832300",MENDOCINO VILLAGE PHARMACY,10501 LANSING ST,MENDOCINO,CA,95460,707-937-4800,open,small_green,Pharmacy
"39.71760600,-121.79416000",RALEY'S PHARMACY #249,2485 NOTRE DAME BLVD,CHICO,CA,959287161,530-895-0895,open,small_green,Pharmacy
"34.65997000,-120.45886000",CVS Pharmacy #09871,1317 NORTH H ST,LOMPOC,CA,93436,805-735-7424,open,small_green,Pharmacy
"38.40215200,-122.82226300",CVS Pharmacy #09872,6877 Sebastopol Ave,SEBASTOPOL,CA,95472,707-823-7209,open,small_green,Pharmacy
"33.03271200,-117.07955900",CVS Pharmacy #03914,"11655 Duenda Rd, B1/B2",SAN DIEGO,CA,92127,858-385-0223,open,small_green,Pharmacy
"34.13239700,-116.38775100",AVALON PHARMACY,58471 TWENTYNINE PALMS HWY STE 301,YUCCA VALLEY,CA,922845818,760-365-7621,open,small_green,Pharmacy
"34.08612500,-117.89168500",COVINA PHARMACY,174 W BADILLO ST,COVINA,CA,917232015,626-915-6615,open,small_green,Pharmacy
"37.75101500,-121.47533400",COSTCO PHARMACY #658,3250 W GRANT LINE RD,TRACY,CA,95034,209-830-5342,open,small_green,Pharmacy
"38.35288300,-122.71689100",COSTCO PHARMACY #659,5901 REDWOOD DR,ROHNERT PARK,CA,949282076,707-540-9112,open,small_green,Pharmacy
"34.04518000,-118.27687000",PICO UNION PHARMACY,1273 S UNION AVE,LOS ANGELES,CA,90015,213-380-3124,not participating,measle_white,Pharmacy
"33.98543300,-118.10450700",WALMART PHARMACY 10-2886,8500 WASHINGTON BLVD,PICO RIVERA,CA,906603788,562-801-5378,open,small_green,Pharmacy
"33.94076700,-118.04974400",WALMART PHARMACY 10-2948,13310 Telegraph Rd,SANTA FE SPRINGS,CA,906704016,562-946-6935,open,small_green,Pharmacy
"34.41416500,-118.55096600",SANTA CLARITA VALLEY HEALTH CARE PHARMACY,23823 Valencia Blvd  Suite 110,VALENCIA,CA,91355,661-254-3600,unknown,small_yellow,Pharmacy
"38.36794200,-120.79881200",SAFEWAY PHARMACY #2778,12110 INDUSTRY BLVD,JACKSON,CA,956429373,209-257-0786,open,small_green,Pharmacy
"34.10729300,-118.27271800",DISCOUNT MEDICAL PHARMACY,2716 GRIFFITH PARK BLVD,LOS ANGELES,CA,900273343,323-661-8366,unknown,small_yellow,Pharmacy
"40.78169200,-124.17936500",CVS Pharmacy #03939,800 W Harris St Ste 20,EUREKA,CA,95503,707-443-8311,open,small_green,Pharmacy
"34.10532100,-118.13528600",RALPHS PHARMACY,1745 GARFIELD AVE,SOUTH PASADENA,CA,91030,626-799-2926,not participating,measle_white,Pharmacy
"34.05803000,-118.29146000",Key Drug Company,770 S VERMONT AVE,LOS ANGELES,CA,90005,213-383-2211,unknown,small_yellow,Pharmacy
"33.62599800,-117.93027400",Newport Lido Pharmacy,351 HOSPITAL RD STE 107,NEWPORT BEACH,CA,926633594,949-764-6580,open,small_green,Pharmacy
"34.13531300,-116.08679600",RITE AID PHARMACY 05685,72253 TWENTYNINE PALMS HIGHWAY,TWENTYNINE PALMS,CA,922772084,760-367-3262,open,small_green,Pharmacy
"34.37740900,-118.55708600",VONS PHARMACY #2111,24160 LYONS AVE,NEWHALL,CA,913212442,661-259-9695,open,small_green,Pharmacy
"34.13935200,-118.20345700",COLORADO MEDICAL PHARMACY,1680  COLORADO BLVD,LOS ANGELES,CA,90041,323-254-6736,not participating,measle_white,Pharmacy
"37.78596500,-122.19621900",WALGREENS #1536,3434 HIGH ST,OAKLAND,CA,946191859,510-261-1984,open,small_green,Pharmacy
"36.80950500,-119.67565700",CVS Pharmacy #03925,2133 SHAW AVE,CLOVIS,CA,93611,559-297-6730,open,small_green,Pharmacy
"37.94557800,-122.52258700",CVS Pharmacy #09219,330 BON AIR CENTER,GREENBRAE,CA,94904,415-461-9093,open,small_green,Pharmacy
"37.60908400,-120.95778900",CVS Pharmacy #09874,2075 E Hatch Rd,MODESTO,CA,95351,209-537-4824,open,small_green,Pharmacy
"36.07343700,-119.01739600",RITE AID PHARMACY 05799,66 WEST MORTON AVENUE,PORTERVILLE,CA,932572331,559-788-0452,open,small_green,Pharmacy
"36.83852800,-121.38924800",RITE AID PHARMACY 05971,1701 AIRLINE HIGHWAY HERITAGE PLAZA SHOPPING CENTER,HOLLISTER,CA,950235689,831-636-1692,open,small_green,Pharmacy
"37.11287900,-121.64303000",RITE AID PHARMACY 05975,16000 MONTEREY STREET,MORGAN HILL,CA,950375404,408-778-5184,open,small_green,Pharmacy
"33.98719700,-118.18760900",RITE AID PHARMACY 05479,4410 EAST SLAUSON AVENUE,MAYWOOD,CA,902702932,323-771-9422,open,small_green,Pharmacy
"32.79335700,-115.57033600",WALGREENS #6856,100 N Imperial Ave,EL CENTRO,CA,922432809,760-335-4904,open,small_green,Pharmacy
"33.72896600,-116.97168300",The Medicine Shoppe,1121 SOUTH STATE STREET,HEMET,CA,92543,951-652-5988,open,small_green,Pharmacy
"33.77618000,-117.91808100",RITE AID PHARMACY 05739,12897 HARBOR BOULEVARD,GARDEN GROVE,CA,928405808,714-636-1143,open,small_green,Pharmacy
"34.02629200,-118.48696400",Santa Monica Medical Plaza Pharmacy,1260 15TH ST STE 100,SANTA MONICA,CA,904041136,310-393-6767,open,small_green,Pharmacy
"33.50683800,-117.14602100",CVS Pharmacy #16137,29676 RANCHO CALIFORNIA RD,TEMECULA,CA,92591,951-693-2704,open,small_green,Pharmacy
"35.39399900,-118.95521800",CVS Pharmacy #16160,3401 Mall View Rd,BAKERSFIELD,CA,93306,661-872-5843,open,small_green,Pharmacy
"34.02885900,-118.26029400",RITE AID PHARMACY 05430,446 EAST WASHINGTON BOULEVARD WASHINGTON PLAZA,LOS ANGELES,CA,900153721,213-747-9581,open,small_green,Pharmacy
"34.18174900,-118.92426000",CVS Pharmacy #09221,2120 NEWBURY RD,NEWBURY PARK,CA,91320,805-499-0463,open,small_green,Pharmacy
"38.65800100,-120.97119500",SAFEWAY PHARMACY #1618,3380 COACH LN,CAMERON PARK,CA,956828454,530-676-6938,open,small_green,Pharmacy
"37.79949100,-122.25201000",WALGREENS #11706,301 EAST 18TH STREET,OAKLAND,CA,94606,510-271-0103,open,small_green,Pharmacy
"40.58650600,-122.34831300",CVS Pharmacy #16161,1280 Dana Dr,REDDING,CA,96003,530-224-1437,open,small_green,Pharmacy
"33.86546400,-117.74717200",CVS Pharmacy #16201,8148 E Santa Ana Canyon Rd,ANAHEIM,CA,92808,714-921-2376,open,small_green,Pharmacy
"38.61512500,-122.87280900",RITE AID PHARMACY 06029,525 HEALDSBURG AVENUE,HEALDSBURG,CA,954483816,707-431-1119,open,small_green,Pharmacy
"36.57667400,-119.62357700",RITE AID PHARMACY 05860,2640 FLORAL AVENUE,SELMA,CA,936622602,559-896-7105,open,small_green,Pharmacy
"37.77112000,-120.83167800",RITE AID PHARMACY 06015,1449 EAST F STREET SUITE 102,OAKDALE,CA,953619266,209-847-4279,open,small_green,Pharmacy
"37.49951600,-120.84988700",RITE AID PHARMACY 06019,653 North Golden State Blvd,TURLOCK,CA,953803952,209-634-5831,open,small_green,Pharmacy
"34.59927500,-118.14624600",CVS Pharmacy #16206,39440 10th St W,PALMDALE,CA,93551,661-265-7361,open,small_green,Pharmacy
"38.42632600,-121.41547600",CVS Pharmacy #16413,7505 LAGUNA BLVD,ELK GROVE,CA,95758,916-683-2936,open,small_green,Pharmacy
"37.29128400,-121.98961700",CVS Pharmacy #16763,"1600 Saratoga Ave, Ste 601",SAN JOSE,CA,95129,408-871-9385,open,small_green,Pharmacy
"37.69925700,-122.12912600",CVS Pharmacy #16764,15555 E 14th St Ste 400,SAN LEANDRO,CA,94578,510-276-3979,open,small_green,Pharmacy
"37.60743600,-122.06206000",CVS Pharmacy #16804,2499 Whipple Rd,HAYWARD,CA,94544,510-471-9266,open,small_green,Pharmacy
"32.84213600,-116.98257500",CVS Pharmacy #16817,9846 Mission Gorge Rd,SANTEE,CA,92071,619-449-9682,open,small_green,Pharmacy
"38.79117800,-121.29026800",CVS Pharmacy #16833,10451 Fairway Dr,ROSEVILLE,CA,95678,916-780-2898,open,small_green,Pharmacy
"33.53013100,-117.17804900",INNOVATIVE COMPOUNDING PHARMACY,41538 EASTMAN DR,MURRIETA,CA,92562,951-304-9530,not participating,measle_white,Pharmacy
"37.79238200,-120.99552300",VINEYARD PHARMACY & GIFTS,1900 MCHENRY AVE SUITE 202,ESCALON,CA,95320,209-838-0511,open,small_green,Pharmacy
"33.93536200,-117.28873100",SAMS PHARMACY 10-6378,6363 Valley Springs Pkwy,RIVERSIDE,CA,925070905,951-653-7850,open,small_green,Pharmacy
"33.82954100,-118.09073800",WALMART PHARMACY 10-3477,7250 Carson Blvd,LONG BEACH,CA,908082358,562-425-8045,open,small_green,Pharmacy
"37.78382000,-122.22158700",WALGREENS #1537,3232 FOOTHILL BLVD,OAKLAND,CA,946013113,510-261-4552,open,small_green,Pharmacy
"37.74256200,-122.42219100",WALGREENS #1054,3398 Mission St,SAN FRANCISCO,CA,941105009,415-824-6886,open,small_green,Pharmacy
"38.00708300,-121.88803400",CVS Pharmacy #09875,230 ATLANTIC AVE,PITTSBURG,CA,94565,925-439-7422,open,small_green,Pharmacy
"36.82261900,-119.86983000",WALGREENS #6942,6010 N Figarden Dr,FRESNO,CA,937227922,559-271-4926,open,small_green,Pharmacy
"37.26459500,-121.98252200",CVS Pharmacy #03938,1496 POLLARD RD,LOS GATOS,CA,95032,408-376-3554,open,small_green,Pharmacy
"36.72942200,-119.73437800",The Medicine Shoppe Pharmacy,4845 E Butler Ave,FRESNO,CA,937275015,559-255-3301,open,small_green,Pharmacy
"32.86747700,-117.20614000",CVS Pharmacy #03942,8915 TOWNE CENTRE DR,SAN DIEGO,CA,92122,858-550-9066,open,small_green,Pharmacy
"33.78373000,-116.95870200",SAN JACINTO PHARMACY,100 E MAIN ST,SAN JACINTO,CA,925834297,951-654-9393,open,small_green,Pharmacy
"36.97832900,-121.90802700",SAFEWAY PHARMACY #0640,16 RANCHO DEL MAR,APTOS,CA,950033902,831-661-4861,open,small_green,Pharmacy
"35.25796600,-120.68971300",CVS Pharmacy #09873,1300 MADONNA RD,SAN LUIS OBISPO,CA,93405,805-549-0993,open,small_green,Pharmacy
"37.31526300,-121.79137100",CVS Pharmacy #09229,3220 S WHITE RD,SAN JOSE,CA,95148,408-238-9603,open,small_green,Pharmacy
"34.15797700,-118.32991700",AMC PHARMACY,2625 W ALAMEDA AVE,BURBANK,CA,91505,818-841-0423,not participating,measle_white,Pharmacy
"34.05978600,-118.41671100",PHARMACY OF THE STARS,1900 AVE OF THE STARS SUITE A105,LOS ANGELES,CA,90067,310-556-4682,open,small_green,Pharmacy
"32.74960400,-117.20686300",WALGREENS #6094,3005 MIDWAY DRIVE,SAN DIEGO,CA,921104502,619-221-0834,open,small_green,Pharmacy
"33.78678100,-117.80439700",SAV-ON PHARMACY #1585,4550 E CHAPMAN AVE,ORANGE,CA,928694109,714-771-3014,open,small_green,Pharmacy
"34.05755000,-118.29182000",MARTIN PHARMACY,801 S Vermont Ave Ste 104,LOS ANGELES,CA,90005,213-382-9718,open,small_green,Pharmacy
"33.86662900,-118.08183000",KOAM PHARMACY,18102 S PIONEER BLVD STE 101,ARTESIA,CA,907013951,562-402-3636,unknown,small_yellow,Pharmacy
"33.68441100,-117.20664800",WALGREENS #6127,30251 MURRIETA RD,MENIFEE,CA,925848385,951-244-7210,open,small_green,Pharmacy
"38.64438100,-121.13573200",KAISER PERMANENTE PHARMACY #281,2155 IRON POINT ROAD,FOLSOM,CA,95630,916-817-5444,not participating,measle_white,Pharmacy
"33.93701100,-118.12725600",RALPHS PHARMACY,8626 FIRESTONE BLVD,DOWNEY,CA,90241,562-622-9238,not participating,measle_white,Pharmacy
"33.77416000,-118.12002500",CVS Pharmacy #03931,650 North Bellflower Blvd,LONG BEACH,CA,90814,562-597-2143,open,small_green,Pharmacy
"33.95512000,-118.39596000",Westchester Pharmacy,8930 S SEPULVEDA BLVD SUITE 103,LOS ANGELES,CA,900453606,310-670-3463,not participating,measle_white,Pharmacy
"33.78231400,-118.16781700",VERMILLION'S DRUG # 3,1942 E ANAHEIM ST,LONG BEACH,CA,90813,562-591-0549,not participating,measle_white,Pharmacy
"37.68786300,-122.13822200",CVS Pharmacy #09876,699 LEWELLING BLVD,SAN LEANDRO,CA,94579,510-351-0951,open,small_green,Pharmacy
"38.65571400,-121.11949400",CVS Pharmacy #03950,2790 E BIDWELL ST,FOLSOM,CA,95630,916-983-8774,open,small_green,Pharmacy
"38.56136700,-121.44435800",CVS Pharmacy #03943,5039 FOLSOM BLVD,SACRAMENTO,CA,95819,916-739-0740,open,small_green,Pharmacy
"34.14983300,-118.11496200","986 Specialty Pharmacy Pasadena, Inc.",1719 E. WALNUT ST.,PASADENA,CA,91106,626-798-6789,open,small_green,Pharmacy
"34.27542900,-119.23883400",CVS Pharmacy #09236,50 N ASHWOOD AVE,VENTURA,CA,93003,805-658-7848,open,small_green,Pharmacy
"35.41262600,-119.04018200",RITE AID PHARMACY 05816,715 AIRPORT DRIVE,BAKERSFIELD,CA,933084129,661-392-7059,open,small_green,Pharmacy
"32.97849300,-115.53157500",Valley Medical Pharmacy,630 MAIN ST,BRAWLEY,CA,922272548,760-344-6303,open,small_green,Pharmacy
"34.09867000,-118.29207000",KAISER PERMANENTE PHARMACY #019,1515 N VERMONT AVE 2ND FLR,LOS ANGELES,CA,90027,866-352-9095,not participating,measle_white,Pharmacy
"37.30486200,-121.89934800",CVS Pharmacy #09559,1285 LINCOLN AVE,SAN JOSE,CA,95125,408-280-5521,open,small_green,Pharmacy
"34.15881400,-118.26284500",Arden Medical Pharmacy,435 W ARDEN AVE STE 110,GLENDALE,CA,91203,818-247-1842,open,small_green,Pharmacy
"33.55662100,-117.70905100",WALGREENS #6975,27982 LA PAZ RD,LAGUNA NIGUEL,CA,926773921,949-360-8215,open,small_green,Pharmacy
"33.85444900,-117.56572500",VONS PHARMACY #2596,369 MAGNOLIA AVE,CORONA,CA,928793300,951-549-1910,open,small_green,Pharmacy
"38.73109000,-121.27134900",SAFEWAY PHARMACY #1899,989 SUNRISE AVE,ROSEVILLE,CA,956614506,916-773-4115,open,small_green,Pharmacy
"34.15118600,-118.00233600",VONS PHARMACY #2200,130 W FOOTHILL BLVD,MONROVIA,CA,910162171,626-358-7542,open,small_green,Pharmacy
"34.05279000,-118.30079000",Normandy Pharmacy,3003 W OLYMPIC BLVD STE 101,LOS ANGELES,CA,900062515,213-386-3001,open,small_green,Pharmacy
"37.92673600,-122.51782500",RITE AID PHARMACY 05959,431 CORTE MADERA TOWN CENTER,CORTE MADERA,CA,949251215,415-924-4557,open,small_green,Pharmacy
