name,url,street_address,city,state,zip_code,country,phone_number_1,phone_number_2,fax_1,fax_2,email_1,email_2,website,open_hours,latitude,longitude,facebook,twitter,instagram,pinterest,youtube
Norwalk Store,https://www.walmart.com/store/5164/norwalk-ca/details,11729 Imperial Hwy,Norwalk,CA,90650,US,562-929-6766,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.9183185,-118.0828631,,,,,
Santa Clarita Supercenter,https://www.walmart.com/store/5162/santa-clarita-ca/details,27931 Kelly Johnson Pkwy,Santa Clarita,CA,91355,US,661-294-5211,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.444031,-118.576072,,,,,
Sacramento Supercenter,https://www.walmart.com/store/5192/sacramento-ca/details,5821 Antelope Rd,Sacramento,CA,95842,US,916-729-6162,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.704318,-121.33186,,,,,
Moreno Valley Supercenter,https://www.walmart.com/store/5193/moreno-valley-ca/details,12721 Moreno Beach Dr,Moreno Valley,CA,92555,US,951-242-1185,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.935827,-117.181887,,,,,
Delano Supercenter,https://www.walmart.com/store/5215/delano-ca/details,530 Woollomes Ave,Delano,CA,92315,US,661-370-4061,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",35.743983,-119.248053,,,,,
Galt Supercenter,https://www.walmart.com/store/5231/galt-ca/details,10470 Twin Cities Road,Galt,CA,95632,US,209-744-1938,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.289653,-121.304762,,,,,
Chula Vista Store,https://www.walmart.com/store/5305/chula-vista-ca/details,1150 Broadway,Chula Vista,CA,91911,US,619-591-4910,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.606887,-117.083014,,,,,
Brawley Supercenter,https://www.walmart.com/store/5335/brawley-ca/details,250 Wildcat Dr,Brawley,CA,92227,US,760-351-0186,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.962431,-115.545833,,,,,
Clovis Supercenter,https://www.walmart.com/store/5337/clovis-ca/details,1185 Herndon Ave,Clovis,CA,93611,US,559-321-0067,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",36.839765,-119.695785,,,,,
San Diego Store,https://www.walmart.com/store/5338/san-diego-ca/details,4840 Shawline St,San Diego,CA,92111,US,858-268-2885,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.829543,-117.164984,,,,,
Dinuba Supercenter,https://www.walmart.com/store/5394/dinuba-ca/details,770 W El Monte Way,Dinuba,CA,93618,US,559-591-0380,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",36.543418,-119.402385,,,,,
San Jacinto Supercenter,https://www.walmart.com/store/5425/san-jacinto-ca/details,1861 S San Jacinto Ave,San Jacinto,CA,92583,US,951-487-1492,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.767907,-116.95555,,,,,
Fremont Store,https://www.walmart.com/store/5426/fremont-ca/details,40580 Albrae St,Fremont,CA,94538,US,510-440-8060,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",37.520242,-121.985626,,,,,
San Leandro Store,https://www.walmart.com/store/5434/san-leandro-ca/details,15555 Hesperian Blvd,San Leandro,CA,94579,US,510-351-0108,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.688248,-122.131586,,,,,
San Jose Supercenter,https://www.walmart.com/store/5435/san-jose-ca/details,777 Story Rd,San Jose,CA,95122,US,408-885-1142,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.331034,-121.860387,,,,,
Huntington Beach Neighborhood Market,https://www.walmart.com/store/5601/huntington-beach-ca/details,21132 Beach Blvd,Huntington Beach,CA,92648,US,714-274-4484,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.6555402,-117.9870451,,,,,
Rancho Santa Margarita Neighborhood Market,https://www.walmart.com/store/5600/rancho-santa-margarita-ca/details,30491 Avenida De Las Flores,Rancho Santa Margarita,CA,92688,US,949-207-5070,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.640786,-117.601392,,,,,
Carson Neighborhood Market,https://www.walmart.com/store/5602/carson-ca/details,20226 Avalon Blvd.,Carson,CA,90746,US,424-233-3317,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.8483863,-118.2634793,,,,,
Downey Neighborhood Market,https://www.walmart.com/store/5603/downey-ca/details,12270 Paramount Blvd,Downey,CA,90242,US,562-622-4891,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.928185,-118.147756,,,,,
Hawthorne Neighborhood Market,https://www.walmart.com/store/5604/hawthorne-ca/details,14441 Inglewood Ave,Hawthorne,CA,90250,US,424-336-2212,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",33.900143,-118.362426,,,,,
Panorama City Neighborhood Market,https://www.walmart.com/store/5605/panorama-city-ca/details,14530 Nordhoff St,Panorama City,CA,91402,US,818-672-0142,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",34.2344724,-118.4486726,,,,,
Woodland Neighborhood Market,https://www.walmart.com/store/5606/woodland-ca/details,1250 E Gibson Road,Woodland,CA,95776,US,530-665-4306,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.661335,-121.763685,,,,,
Vallejo Neighborhood Market,https://www.walmart.com/store/5609/vallejo-ca/details,501 Sereno Dr,Vallejo,CA,94589,US,707-653-1058,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",38.126511,-122.254376,,,,,
Vacaville Neighborhood Market,https://www.walmart.com/store/5608/vacaville-ca/details,941 Alamo Dr.,Vacaville,CA,95687,US,707-359-3180,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",38.344678,-121.995845,,,,,
San Ramon Neighborhood Market,https://www.walmart.com/store/5610/san-ramon-ca/details,9100 Alcosta Blvd,San Ramon,CA,94583,US,925-364-9207,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.729313,-121.929191,,,,,
Pleasanton Neighborhood Market,https://www.walmart.com/store/5611/pleasanton-ca/details,3112 Santa Rita Rd.,Pleasanton,CA,94566,US,925-398-6369,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",37.689975,-121.876915,,,,,
Eureka Store,https://www.walmart.com/store/5629/eureka-ca/details,3300 Broadway Bayshore Mall,Eureka,CA,95501,US,707-832-5269,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",40.780681,-124.190507,,,,,
Fresno Supercenter,https://www.walmart.com/store/5632/fresno-ca/details,1804 East Ashlan Avenue,Fresno,CA,93726,US,559-470-6967,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",36.79259,-119.789216,,,,,
Clovis Neighborhood Market,https://www.walmart.com/store/5633/clovis-ca/details,1830 Shaw Ave,Clovis,CA,93611,US,559-862-2718,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",36.807126,-119.680832,,,,,
Fresno Neighborhood Market,https://www.walmart.com/store/5634/fresno-ca/details,6855 N Willow Ave,Fresno,CA,93710,US,559-862-2062,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",36.836316,-119.731113,,,,,
Visalia Neighborhood Market,https://www.walmart.com/store/5635/visalia-ca/details,1320 N Demaree St,Visalia,CA,93291,US,559-429-3264,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",36.341376,-119.329685,,,,,
Oceanside Neighborhood Market,https://www.walmart.com/store/5637/oceanside-ca/details,1046 Mission Avenue,Oceanside,CA,92054,US,760-696-9906,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.200034,-117.374942,,,,,
San Diego Neighborhood Market,https://www.walmart.com/store/5638/san-diego-ca/details,2121 Imperial Avenue,San Diego,CA,92102,US,619-849-5729,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",32.705735,-117.144421,,,,,
Garden Grove Neighborhood Market,https://www.walmart.com/store/5639/garden-grove-ca/details,10912 Katella Avenue,Garden Grove,CA,92840,US,714-620-3822,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.800975,-117.94235,,,,,
Oxnard Neighborhood Market,https://www.walmart.com/store/5643/oxnard-ca/details,421 W Esplanade Dr,Oxnard,CA,93036,US,805-604-2082,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",34.237006,-119.178825,,,,,
La Habra Supercenter,https://www.walmart.com/store/5641/la-habra-ca/details,1000 E Imperial Hwy,La Habra,CA,90631,US,714-869-0530,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.916159,-117.934851,,,,,
Irvine Supercenter,https://www.walmart.com/store/5644/irvine-ca/details,"16555 Von Karman Ave, Ste A",Irvine,CA,92606,US,949-623-7467,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.698789,-117.835671,,,,,
Anaheim Neighborhood Market,https://www.walmart.com/store/5640/anaheim-ca/details,1120 S Anaheim Blvd,Anaheim,CA,92805,US,657-208-5201,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.819473,-117.908042,,,,,
Santa Maria Neighborhood Market,https://www.walmart.com/store/5658/santa-maria-ca/details,2240 S Bradley Rd,Santa Maria,CA,93454,US,805-348-4951,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.9198793,-120.4191493,,,,,
Santa Maria Neighborhood Market,https://www.walmart.com/store/5659/santa-maria-ca/details,500 S Blosser Rd,Santa Maria,CA,93458,US,805-863-9145,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.948143,-120.4527076,,,,,
La Mirada Neighborhood Market,https://www.walmart.com/store/5661/la-mirada-ca/details,14865 Telegraph Road,La Mirada,CA,90638,US,562-567-6488,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.918651,-118.013542,,,,,
Jurupa Valley Neighborhood Market,https://www.walmart.com/store/5663/jurupa-valley-ca/details,8844 Limonite Avenue,Jurupa Valley,CA,92509,US,951-968-7218,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.974237,-117.4768763,,,,,
Camarillo Neighborhood Market,https://www.walmart.com/store/5664/camarillo-ca/details,275 West Ventura Blvd,Camarillo,CA,93010,US,805-233-3378,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",34.217292,-119.074618,,,,,
Elk Grove Neighborhood Market,https://www.walmart.com/store/5683/elk-grove-ca/details,8455 Elk Grove Blvd,Elk Grove,CA,95758,US,916-509-3170,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.410207,-121.39202,,,,,
Irvine Supercenter,https://www.walmart.com/store/5687/irvine-ca/details,71 Technology Dr,Irvine,CA,92618,US,949-242-6587,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.6569282,-117.7417489,,,,,
La Mesa Neighborhood Market,https://www.walmart.com/store/5684/la-mesa-ca/details,8810 Grossmont Blvd,La Mesa,CA,91942,US,619-403-5392,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.7751045,-117.0077239,,,,,
Burbank Supercenter,https://www.walmart.com/store/5686/burbank-ca/details,1301 N Victory Pl,Burbank,CA,91502,US,747-261-7243,,,,,,,"monday - friday : 07:00-24:00, saturday : 07:00-24:00, sunday : 07:00-24:00",34.188222,-118.32521,,,,,
Palmdale Neighborhood Market,https://www.walmart.com/store/5689/palmdale-ca/details,3875 Rancho Vista Boulevard,Palmdale,CA,93551,US,661-202-3602,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.6141616,-118.2000966,,,,,
Upland Neighborhood Market,https://www.walmart.com/store/5691/upland-ca/details,1445 East Foothill Blvd,Upland,CA,91786,US,909-942-4931,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.108471,-117.62971,,,,,
Kerman Supercenter,https://www.walmart.com/store/5701/kerman-ca/details,14061 W. Whitesbridge Avenue,Kerman,CA,93630,US,559-846-1200,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",36.732679,-120.044129,,,,,
Modesto Supercenter,https://www.walmart.com/store/5710/modesto-ca/details,3848 Mchenry Ave,Modesto,CA,95356,US,209-342-0949,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.694458,-120.99185,,,,,
Salinas Supercenter,https://www.walmart.com/store/5751/salinas-ca/details,1375 N Davis Rd.,Salinas,CA,93907,US,831-998-9080,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",36.705873,-121.668832,,,,,
Morgan Hill Supercenter,https://www.walmart.com/store/5766/morgan-hill-ca/details,170 Cochrane Plz,Morgan Hill,CA,95037,US,408-779-8172,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.149211,-121.655172,,,,,
Compton Supercenter,https://www.walmart.com/store/5807/compton-ca/details,2100 N Long Beach Blvd,Compton,CA,90221,US,562-295-3870,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",33.910022,-118.208176,,,,,
Patterson Supercenter,https://www.walmart.com/store/5843/patterson-ca/details,1030 Sperry Ave,Patterson,CA,95363,US,209-895-4407,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.462266,-121.142722,,,,,
Elk Grove Store,https://www.walmart.com/store/5848/elk-grove-ca/details,10075 Bruceville Rd,Elk Grove,CA,95757,US,916-585-7344,,,,,,,"monday - friday : 08:00-23:00, saturday : 08:00-23:00, sunday : 08:00-23:00",38.391338,-121.41621,,,,,
Wasco Supercenter,https://www.walmart.com/store/5859/wasco-ca/details,401 N. Central Avenue,Wasco,CA,93280,US,661-772-8061,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",35.604134,-119.359522,,,,,
Torrance Store,https://www.walmart.com/store/5874/torrance-ca/details,22015 Hawthorne Blvd,Torrance,CA,90503,US,310-750-0179,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",33.827786,-118.353381,,,,,
San Jose Supercenter,https://www.walmart.com/store/5884/san-jose-ca/details,5095 Almaden Expy,San Jose,CA,95118,US,408-600-3072,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.255456,-121.880176,,,,,
Encinitas Supercenter,https://www.walmart.com/store/5886/encinitas-ca/details,1550 Leucadia Blvd,Encinitas,CA,92024,US,760-704-0243,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.069254,-117.266426,,,,,
Atwater Supercenter,https://www.walmart.com/store/5890/atwater-ca/details,800 Commerce Ave,Atwater,CA,95301,US,209-676-3087,,,,,,,"monday - friday : 07:00-24:00, saturday : 07:00-24:00, sunday : 07:00-24:00",37.340296,-120.609275,,,,,
Anaheim Supercenter,https://www.walmart.com/store/5930/anaheim-ca/details,88 E Orangethorpe Ave,Anaheim,CA,92801,US,714-447-6751,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",33.857602,-117.918796,,,,,
San Diego Store,https://www.walmart.com/store/5938/san-diego-ca/details,575 Saturn Blvd,San Diego,CA,92154,US,619-205-6140,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",32.586939,-117.08928,,,,,
West Covina Supercenter,https://www.walmart.com/store/5954/west-covina-ca/details,"2753 E. Eastland Center Dr, Ste 5555",West Covina,CA,91791,US,626-332-4608,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.073315,-117.886899,,,,,
Visalia Supercenter,https://www.walmart.com/store/5956/visalia-ca/details,3750 S Mooney Blvd,Visalia,CA,93277,US,559-802-4429,,,,,,,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.296665,-119.310199,,,,,
Carmichael Neighborhood Market,https://www.walmart.com/store/5981/carmichael-ca/details,6005 Madison Ave,Carmichael,CA,95608,US,916-534-1157,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.6625991,-121.3249003,,,,,
Lincoln Neighborhood Market,https://www.walmart.com/store/5979/lincoln-ca/details,255 Lincoln Blvd,Lincoln,CA,95648,US,916-209-5129,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.888601,-121.291797,,,,,
Granite Bay Neighborhood Market,https://www.walmart.com/store/5980/granite-bay-ca/details,4080 Douglas Blvd,Granite Bay,CA,95746,US,916-380-3252,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.742435,-121.224989,,,,,
Sacramento Neighborhood Market,https://www.walmart.com/store/5982/sacramento-ca/details,2700 Marconi Ave,Sacramento,CA,95821,US,916-576-6657,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.616999,-121.39903,,,,,
Escondido Store,https://www.walmart.com/store/5996/escondido-ca/details,1330 East Grand Avenue,Escondido,CA,92027,US,760-871-6622,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.130137,-117.062977,,,,,
Sacramento Neighborhood Market,https://www.walmart.com/store/6530/sacramento-ca/details,4420 Florin Rd,Sacramento,CA,95823,US,916-533-0942,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.494354,-121.454151,,,,,
